pid,event_label,window_idx,window_start,window_end,FrontalLeft_Delta,FrontalLeft_Theta,FrontalLeft_LowAlpha,FrontalLeft_HighAlpha,FrontalLeft_LowBeta,FrontalLeft_HighBeta,FrontalLeft_Alpha,FrontalLeft_Beta,FrontalRight_Delta,FrontalRight_Theta,FrontalRight_LowAlpha,FrontalRight_HighAlpha,FrontalRight_LowBeta,FrontalRight_HighBeta,FrontalRight_Alpha,FrontalRight_Beta,OverallFrontal_Delta,OverallFrontal_Theta,OverallFrontal_LowAlpha,OverallFrontal_HighAlpha,OverallFrontal_LowBeta,OverallFrontal_HighBeta,OverallFrontal_Alpha,OverallFrontal_Beta,TemporalLeft_Delta,TemporalLeft_Theta,TemporalLeft_LowAlpha,TemporalLeft_HighAlpha,TemporalLeft_LowBeta,TemporalLeft_HighBeta,TemporalLeft_Alpha,TemporalLeft_Beta,TemporalRight_Delta,TemporalRight_Theta,TemporalRight_LowAlpha,TemporalRight_HighAlpha,TemporalRight_LowBeta,TemporalRight_HighBeta,TemporalRight_Alpha,TemporalRight_Beta,Temporal_Delta,Temporal_Theta,Temporal_LowAlpha,Temporal_HighAlpha,Temporal_LowBeta,Temporal_HighBeta,Temporal_Alpha,Temporal_Beta,Central_Delta,Central_Theta,Central_LowAlpha,Central_HighAlpha,Central_LowBeta,Central_HighBeta,Central_Alpha,Central_Beta,ParietalLeft_Delta,ParietalLeft_Theta,ParietalLeft_LowAlpha,ParietalLeft_HighAlpha,ParietalLeft_LowBeta,ParietalLeft_HighBeta,ParietalLeft_Alpha,ParietalLeft_Beta,ParietalRight_Delta,ParietalRight_Theta,ParietalRight_LowAlpha,ParietalRight_HighAlpha,ParietalRight_LowBeta,ParietalRight_HighBeta,ParietalRight_Alpha,ParietalRight_Beta,Parietal_Delta,Parietal_Theta,Parietal_LowAlpha,Parietal_HighAlpha,Parietal_LowBeta,Parietal_HighBeta,Parietal_Alpha,Parietal_Beta,Occipital_Delta,Occipital_Theta,Occipital_LowAlpha,Occipital_HighAlpha,Occipital_LowBeta,Occipital_HighBeta,Occipital_Alpha,Occipital_Beta,FrontalMidline_Delta,FrontalMidline_Theta,FrontalMidline_LowAlpha,FrontalMidline_HighAlpha,FrontalMidline_LowBeta,FrontalMidline_HighBeta,FrontalMidline_Alpha,FrontalMidline_Beta
26,Forest2,22,1667.088,1677.088,-3.8714,-5.4005,-6.0073,-5.8694,-5.6105,-5.8344,-5.5366,-5.3975,-3.8374,-5.1997,-6.1667,-5.8753,-5.6584,-5.6786,-5.6073,-5.3546,-3.8905,-5.3271,-6.1118,-5.8992,-5.6635,-5.7877,-5.5984,-5.409,-4.5061,-5.9287,-6.4089,-6.1165,-5.9131,-6.4413,-5.8298,-5.7926,-4.545,-5.9542,-6.3061,-5.9541,-5.8437,-6.3225,-5.6627,-5.7139,-4.5261,-5.9419,-6.3518,-6.0236,-5.8752,-6.3748,-5.7339,-5.7494,-4.7142,-6.0344,-6.6214,-6.3575,-6.0146,-6.424,-6.0703,-5.8642,-4.0752,-5.5899,-6.233,-6.0839,-5.809,-5.9794,-5.7649,-5.5738,-3.9196,-5.44,-6.1894,-6.0395,-5.8248,-5.9551,-5.71,-5.5736,-4.0407,-5.5538,-6.2517,-6.0979,-5.8501,-6.0113,-5.7758,-5.6116,-4.2244,-5.7865,-6.4393,-6.1801,-5.7748,-6.0979,-5.8899,-5.5979,-4.6294,-6.1964,-6.6575,-6.2917,-6.1329,-6.6364,-6.0175,-6.0091
26,Forest2,23,1672.088,1682.088,-5.5344,-6.1229,-6.4753,-6.082,-5.7588,-5.8438,-5.8073,-5.4869,-5.3263,-5.9993,-6.3604,-6.0795,-5.7608,-5.6882,-5.7975,-5.4121,-5.4534,-6.0896,-6.444,-6.1024,-5.7875,-5.7978,-5.8259,-5.4811,-5.931,-6.3568,-6.5482,-6.2306,-6.0082,-6.4985,-5.945,-5.8777,-6.0177,-6.4187,-6.5622,-6.0498,-5.9044,-6.3958,-5.7848,-5.7761,-5.9744,-6.3883,-6.5555,-6.1262,-5.9505,-6.4414,-5.8534,-5.8213,-6.1083,-6.447,-6.7946,-6.427,-6.0799,-6.4955,-6.1683,-5.9309,-5.7191,-6.2342,-6.5597,-6.2281,-5.9046,-6.0317,-5.948,-5.6483,-5.7133,-6.2185,-6.4547,-6.1604,-5.9109,-5.9876,-5.8748,-5.6323,-5.7583,-6.2588,-6.5365,-6.2229,-5.9305,-6.0532,-5.9422,-5.6727,-5.8979,-6.3401,-6.7019,-6.2408,-5.862,-6.1257,-6.0104,-5.6656,-6.1344,-6.6669,-6.9179,-6.3827,-6.201,-6.6836,-6.1445,-6.0708
26,Forest2,24,1677.088,1687.088,-5.8754,-6.2118,-6.6377,-6.2063,-5.8645,-5.8306,-5.9647,-5.5336,-5.5743,-6.2049,-6.7376,-6.1898,-5.8709,-5.6498,-6.0154,-5.4363,-5.7334,-6.2366,-6.713,-6.2205,-5.8966,-5.77,-6.0132,-5.517,-6.1215,-6.4645,-6.9092,-6.3551,-6.2007,-6.516,-6.1722,-6.02,-6.243,-6.4856,-6.8341,-6.1507,-6.0314,-6.4268,-5.9695,-5.8757,-6.1812,-6.4755,-6.868,-6.2358,-6.1035,-6.4668,-6.0539,-5.9381,-6.2843,-6.5364,-7.0444,-6.4897,-6.2231,-6.516,-6.3088,-6.0349,-5.9337,-6.3606,-6.8207,-6.3365,-6.0256,-6.0417,-6.1127,-5.72,-5.9334,-6.4189,-6.7879,-6.2558,-6.0609,-6.012,-6.0619,-5.7214,-5.9742,-6.4255,-6.8387,-6.3234,-6.0627,-6.0704,-6.1184,-5.7527,-6.1622,-6.3908,-6.9435,-6.3281,-6.0303,-6.1979,-6.1661,-5.7953,-6.3602,-6.6663,-7.1389,-6.5195,-6.3433,-6.6904,-6.3402,-6.174
26,Forest2,25,1682.088,1692.088,-5.3079,-5.9833,-6.6906,-6.3021,-5.7242,-5.8481,-6.107,-5.4685,-5.3439,-6.0139,-6.8277,-6.3627,-5.8785,-5.6033,-6.2049,-5.4129,-5.3615,-6.033,-6.7859,-6.3567,-5.8216,-5.7477,-6.1807,-5.4735,-5.9096,-6.4775,-7.1393,-6.5843,-6.1006,-6.4885,-6.4441,-5.9455,-5.9234,-6.4548,-7.196,-6.3567,-5.9417,-6.4179,-6.2783,-5.8105,-5.9168,-6.4654,-7.1682,-6.4499,-6.0098,-6.4499,-6.349,-5.8693,-6.031,-6.5179,-7.2261,-6.7117,-6.1505,-6.5055,-6.5671,-5.9848,-5.5342,-6.2119,-6.9129,-6.5004,-5.9798,-6.0961,-6.3134,-5.7259,-5.5097,-6.2005,-6.9629,-6.4817,-6.0006,-6.0494,-6.322,-5.7157,-5.5701,-6.2475,-6.978,-6.5189,-6.0268,-6.1144,-6.3498,-5.7598,-5.7905,-6.3508,-7.0979,-6.5142,-5.9763,-6.2999,-6.3854,-5.8004,-6.0722,-6.6839,-7.3352,-6.7131,-6.2215,-6.6605,-6.5896,-6.0808
26,Forest2,26,1687.088,1697.088,-5.2065,-5.8602,-6.5848,-6.059,-5.7446,-5.7415,-5.8835,-5.4291,-5.2506,-5.9546,-6.5223,-6.1853,-5.8713,-5.5874,-5.9411,-5.3963,-5.264,-5.9387,-6.5829,-6.1403,-5.8287,-5.6968,-5.9366,-5.4458,-5.8014,-6.3272,-6.7724,-6.3274,-6.0772,-6.4266,-6.1164,-5.9095,-5.7939,-6.3554,-6.7845,-6.0417,-5.8906,-6.3999,-5.9073,-5.7658,-5.7975,-6.3418,-6.7787,-6.1543,-5.9691,-6.4123,-5.994,-5.828,-5.9594,-6.4624,-7.0542,-6.4916,-6.1476,-6.4635,-6.3252,-5.9682,-5.4295,-6.106,-6.7824,-6.2742,-5.9764,-5.9946,-6.0871,-5.6763,-5.3956,-6.0909,-6.6849,-6.2533,-5.9819,-5.9895,-6.0414,-5.6755,-5.4605,-6.1405,-6.7746,-6.2937,-6.0138,-6.037,-6.0972,-5.7156,-5.6956,-6.2377,-6.8976,-6.3219,-5.9642,-6.2775,-6.1562,-5.786,-5.977,-6.5532,-7.0748,-6.4428,-6.1859,-6.6204,-6.2911,-6.0424
26,Forest2,27,1692.088,1702.088,-5.5414,-6.0086,-6.6087,-6.045,-5.8255,-5.7663,-5.8799,-5.4771,-5.452,-6.1834,-6.4257,-6.0782,-5.8656,-5.6247,-5.8478,-5.4146,-5.529,-6.1177,-6.5361,-6.0809,-5.8753,-5.7292,-5.886,-5.4804,-5.9562,-6.393,-6.6664,-6.2066,-6.2172,-6.4795,-6.0125,-6.018,-5.9685,-6.4112,-6.7195,-5.9239,-6.0581,-6.3899,-5.8057,-5.8797,-5.9626,-6.4025,-6.6935,-6.0355,-6.1263,-6.43,-5.8916,-5.9398,-6.1333,-6.509,-6.9735,-6.3985,-6.2758,-6.477,-6.2389,-6.0525,-5.6839,-6.231,-6.7424,-6.2245,-6.0364,-5.9899,-6.0449,-5.6984,-5.6181,-6.2753,-6.5908,-6.1519,-6.1078,-5.9677,-5.9519,-5.7198,-5.6936,-6.2917,-6.702,-6.2159,-6.0994,-6.0244,-6.0283,-5.747,-5.9179,-6.3385,-6.8278,-6.223,-6.1318,-6.2981,-6.0705,-5.8958,-6.1738,-6.6097,-6.9712,-6.3255,-6.3597,-6.6754,-6.1834,-6.1751
26,Forest2,28,1697.088,1707.088,-5.6715,-6.1335,-6.5951,-6.3378,-5.7832,-5.8549,-6.0776,-5.5031,-5.6943,-6.2192,-6.4805,-6.216,-5.8575,-5.6361,-5.9865,-5.422,-5.7126,-6.2056,-6.5614,-6.2946,-5.8504,-5.7714,-6.0537,-5.4966,-5.9582,-6.4466,-6.7063,-6.364,-6.2276,-6.5088,-6.1501,-6.0362,-5.9968,-6.4397,-6.7261,-6.233,-6.0502,-6.4156,-6.0647,-5.8851,-5.9781,-6.443,-6.7166,-6.2902,-6.1253,-6.4573,-6.1031,-5.9502,-6.176,-6.556,-6.9431,-6.5768,-6.2539,-6.518,-6.3668,-6.0552,-5.8471,-6.3409,-6.7268,-6.4368,-6.0046,-6.0043,-6.198,-5.6915,-5.82,-6.3759,-6.6356,-6.3584,-6.0427,-5.9717,-6.1253,-5.6954,-5.8712,-6.3911,-6.7173,-6.4208,-6.0534,-6.0336,-6.1899,-5.7316,-6.0288,-6.4289,-6.7983,-6.4286,-6.102,-6.3285,-6.2258,-5.8896,-6.1848,-6.7277,-6.9672,-6.5814,-6.3814,-6.7244,-6.3828,-6.2076
26,Forest2,29,1702.088,1712.088,-5.3673,-6.0756,-6.4213,-6.2722,-5.7964,-5.8474,-5.9678,-5.505,-5.4637,-6.1351,-6.4606,-6.3123,-5.7815,-5.6808,-6.0138,-5.4162,-5.4296,-6.1347,-6.4628,-6.3135,-5.8211,-5.7958,-6.012,-5.4945,-5.8489,-6.3655,-6.5797,-6.4165,-6.1466,-6.5808,-6.1221,-6.0038,-5.8766,-6.3955,-6.4575,-6.2281,-6.0719,-6.5064,-5.9582,-5.9278,-5.8632,-6.381,-6.5111,-6.3073,-6.1057,-6.5401,-6.0282,-5.9622,-6.0395,-6.507,-6.8297,-6.537,-6.2494,-6.572,-6.2899,-6.0702,-5.5442,-6.235,-6.5943,-6.4641,-5.9327,-6.0149,-6.1496,-5.6563,-5.5666,-6.2611,-6.5475,-6.4063,-5.9625,-6.0331,-6.095,-5.6849,-5.6017,-6.2863,-6.6111,-6.459,-5.9848,-6.0703,-6.1535,-5.712,-5.8102,-6.3546,-6.6581,-6.4536,-6.0556,-6.396,-6.1732,-5.883,-5.629,-6.6237,-6.7574,-6.5962,-6.3715,-6.7659,-6.297,-6.2179
26,Forest2,30,1707.088,1717.088,-5.431,-6.1771,-6.2911,-6.1191,-5.8643,-5.8556,-5.8155,-5.5458,-5.4472,-6.1672,-6.3307,-6.2478,-5.8533,-5.6217,-5.9106,-5.4081,-5.4556,-6.2028,-6.3328,-6.1969,-5.8907,-5.762,-5.8801,-5.5075,-5.959,-6.4455,-6.454,-6.3749,-6.2449,-6.4663,-6.0389,-6.0269,-5.9691,-6.4883,-6.2942,-5.9995,-6.1785,-6.3657,-5.7309,-5.9473,-5.9643,-6.4675,-6.3627,-6.1386,-6.2087,-6.4105,-5.8505,-5.9832,-6.1404,-6.5816,-6.7317,-6.4946,-6.325,-6.4893,-6.217,-6.0874,-5.6029,-6.2867,-6.4362,-6.3378,-6.0401,-6.0075,-6.0023,-5.7015,-5.5946,-6.3379,-6.392,-6.262,-6.043,-5.9831,-5.9367,-5.6954,-5.6479,-6.3479,-6.4538,-6.3278,-6.0786,-6.0402,-6.0023,-5.74,-5.8467,-6.4328,-6.5708,-6.3528,-6.1146,-6.3367,-6.0679,-5.8991,-5.6513,-6.7014,-6.6291,-6.4189,-6.4335,-6.6671,-6.1258,-6.2206
26,Forest2,31,1712.088,1722.088,-3.9074,-5.0916,-6.0112,-5.9798,-5.8511,-5.8618,-5.584,-5.5426,-4.1014,-5.329,-5.949,-6.0962,-5.7661,-5.6119,-5.6012,-5.3684,-4.0345,-5.2339,-6.0046,-6.0596,-5.8395,-5.7575,-5.6183,-5.4827,-5.0239,-6.0088,-6.1934,-6.3422,-6.2308,-6.3833,-5.8556,-5.9869,-4.8086,-5.8917,-5.9671,-5.9862,-6.1017,-6.3408,-5.557,-5.8913,-4.8975,-5.9433,-6.0599,-6.1199,-6.1581,-6.3604,-5.6737,-5.934,-4.8692,-5.9901,-6.4798,-6.4919,-6.3259,-6.4505,-6.0826,-6.0719,-4.3039,-5.4562,-6.199,-6.2007,-6.0525,-5.9864,-5.7969,-5.6988,-4.2674,-5.4646,-6.0759,-6.1615,-6.0251,-5.9919,-5.709,-5.6927,-4.3358,-5.5089,-6.1756,-6.2163,-6.0785,-6.0341,-5.7902,-5.7385,-4.6983,-5.8294,-6.3278,-6.3555,-6.1261,-6.2887,-5.9455,-5.8879,-5.1418,-6.1962,-6.3682,-6.4204,-6.4199,-6.6156,-5.9855,-6.1938
26,Forest2,32,1717.088,1727.088,-3.7943,-4.9074,-5.7008,-5.8309,-5.8077,-5.8339,-5.3562,-5.5087,-3.9652,-5.1316,-5.6584,-5.8908,-5.6556,-5.6613,-5.329,-5.3453,-3.9129,-5.0456,-5.7058,-5.8917,-5.7585,-5.7772,-5.3707,-5.4552,-4.9406,-5.8865,-5.9097,-6.2844,-6.1902,-6.4198,-5.6344,-5.9793,-4.7048,-5.7345,-5.6875,-6.0398,-6.0615,-6.4049,-5.3847,-5.8912,-4.8009,-5.8,-5.7788,-6.1388,-6.1178,-6.4119,-5.4855,-5.9307,-4.749,-5.8267,-6.1739,-6.443,-6.3079,-6.4983,-5.8676,-6.082,-4.198,-5.281,-5.9335,-6.1007,-5.9919,-6.0091,-5.6027,-5.6862,-4.1733,-5.2997,-5.8192,-6.0695,-5.9514,-6.0574,-5.5034,-5.6888,-4.2357,-5.3395,-5.9159,-6.1267,-6.0137,-6.0756,-5.5931,-5.7302,-4.6386,-5.7276,-6.0518,-6.3149,-6.1234,-6.3199,-5.7447,-5.8981,-5.1021,-6.0997,-6.0951,-6.4333,-6.3564,-6.6236,-5.8002,-6.1593
26,Forest2,33,1722.088,1732.088,-3.829,-4.9182,-5.7826,-5.6075,-5.6348,-5.7583,-5.2871,-5.3827,-3.5781,-4.8981,-5.6885,-5.6399,-5.6298,-5.7314,-5.2436,-5.3611,-3.728,-4.9489,-5.7625,-5.6598,-5.6683,-5.7828,-5.2974,-5.4087,-4.6472,-5.7796,-6.0615,-6.2609,-6.2005,-6.4308,-5.7249,-5.9836,-4.6202,-5.6678,-5.8124,-5.9614,-6.1037,-6.4238,-5.4224,-5.9223,-4.6328,-5.7172,-5.913,-6.0783,-6.1469,-6.4271,-5.5403,-5.9503,-4.6149,-5.7517,-6.2585,-6.2992,-6.2824,-6.499,-5.8554,-6.0648,-4.1064,-5.2354,-6.0367,-5.9177,-5.9048,-6.01,-5.5682,-5.6399,-4.0238,-5.2117,-5.9022,-5.9,-5.9127,-6.0771,-5.4788,-5.6684,-4.1118,-5.2723,-6.0069,-5.9513,-5.9512,-6.0855,-5.5637,-5.6968,-4.6294,-5.695,-6.1473,-6.23,-6.1556,-6.3087,-5.761,-5.911,-5.0723,-6.0615,-6.2253,-6.3986,-6.3823,-6.6281,-5.8622,-6.1738
26,Forest2,34,1727.088,1737.088,-4.043,-5.1265,-5.9698,-5.75,-5.7148,-5.7906,-5.4598,-5.4403,-3.7232,-5.0502,-5.9152,-5.8014,-5.7377,-5.74,-5.4442,-5.4276,-3.8961,-5.1267,-5.9653,-5.8103,-5.7603,-5.8025,-5.4814,-5.4699,-4.7456,-5.8678,-6.1535,-6.3862,-6.2214,-6.4795,-5.8437,-6.0163,-4.7747,-5.7861,-5.9036,-6.0304,-6.054,-6.3923,-5.5098,-5.8815,-4.7607,-5.8229,-6.0044,-6.1641,-6.1253,-6.4314,-5.6371,-5.9402,-4.7834,-5.9042,-6.4133,-6.3772,-6.2471,-6.4888,-5.9884,-6.0418,-4.2706,-5.4179,-6.2358,-6.033,-5.9569,-6.0149,-5.7274,-5.6717,-4.1545,-5.3706,-6.0843,-6.0289,-5.9762,-6.0661,-5.6349,-5.7038,-4.2574,-5.4413,-6.1961,-6.0688,-6.0016,-6.0842,-5.7189,-5.727,-4.7112,-5.8167,-6.2406,-6.2949,-6.122,-6.295,-5.8577,-5.8882,-5.1239,-6.132,-6.2861,-6.4919,-6.3873,-6.6314,-5.9416,-6.1791
26,Forest2,35,1732.088,1742.088,-4.2024,-5.2776,-6.0124,-5.9307,-5.6729,-5.7669,-5.6019,-5.4049,-4.2276,-5.2876,-5.9228,-6.0702,-5.681,-5.6263,-5.5931,-5.3359,-4.2451,-5.3055,-5.9873,-6.0153,-5.7076,-5.7273,-5.6193,-5.4025,-4.8769,-5.6824,-6.1959,-6.3917,-6.1031,-6.432,-5.9008,-5.9218,-4.6951,-5.3264,-6.014,-6.0773,-5.8886,-6.2517,-5.6476,-5.7182,-4.7718,-5.4601,-6.0908,-6.1988,-5.9772,-6.3279,-5.7496,-5.8029,-5.0333,-5.9134,-6.4716,-6.46,-6.1549,-6.4773,-6.0903,-5.9759,-4.4592,-5.5066,-6.2604,-6.175,-5.9079,-5.9833,-5.8445,-5.6273,-4.3545,-5.44,-6.1668,-6.2017,-5.9164,-5.9774,-5.793,-5.6282,-4.4546,-5.52,-6.2546,-6.2255,-5.9489,-6.0279,-5.8584,-5.6697,-4.6733,-5.664,-6.2985,-6.3151,-6.0009,-6.2908,-5.9357,-5.8087,-4.7327,-5.612,-6.2749,-6.2746,-6.2061,-6.4588,-5.9037,-5.998
26,HighStress_LowCog_Task,1,1837.288,1847.288,-3.8442,-4.7453,-6.0282,-5.9173,-5.5609,-5.6013,-5.6041,-5.2665,-3.7444,-4.7549,-5.9991,-5.7921,-5.2922,-5.3291,-5.5271,-4.9985,-3.8251,-4.7834,-6.0447,-5.8802,-5.4421,-5.4839,-5.5943,-5.15,-4.4029,-5.3345,-6.5271,-6.2813,-6.1102,-6.2716,-6.0293,-5.8729,-4.3654,-5.3608,-6.5449,-6.2263,-5.995,-6.241,-5.9989,-5.7906,-4.3828,-5.3482,-6.5364,-6.2515,-6.0458,-6.2552,-6.013,-5.8276,-4.5831,-5.5069,-6.6222,-6.3796,-6.1543,-6.2513,-6.1206,-5.8901,-4.0152,-4.9221,-6.1857,-6.0383,-5.7314,-5.7427,-5.7447,-5.4243,-3.8628,-4.808,-6.1305,-5.9975,-5.5525,-5.6731,-5.7017,-5.2971,-3.9817,-4.9096,-6.2043,-6.0583,-5.6815,-5.7557,-5.7667,-5.405,-4.1828,-5.066,-6.3261,-6.1529,-5.8125,-5.9199,-5.867,-5.5523,-4.431,-5.379,-6.5636,-6.3604,-6.155,-6.4586,-6.0857,-5.9705
26,HighStress_LowCog_Task,2,1842.288,1852.288,-3.9085,-4.981,-5.9575,-5.9846,-5.5833,-5.5982,-5.6129,-5.2758,-3.7142,-4.8078,-5.9858,-5.6868,-5.3684,-5.3377,-5.4345,-5.0438,-3.8339,-4.9198,-6.0038,-5.8402,-5.4987,-5.4882,-5.5454,-5.1822,-4.4241,-5.4876,-6.5573,-6.2096,-6.1411,-6.2838,-5.9863,-5.8955,-4.4524,-5.5515,-6.54,-6.0471,-6.0728,-6.2441,-5.8778,-5.8379,-4.4387,-5.52,-6.5481,-6.1166,-6.1038,-6.2624,-5.9258,-5.8642,-4.6472,-5.6639,-6.6277,-6.3234,-6.1891,-6.2763,-6.0837,-5.9193,-4.0104,-5.1187,-6.1489,-6.0759,-5.7957,-5.7561,-5.7541,-5.4602,-3.8541,-4.9642,-6.1333,-5.9232,-5.6342,-5.664,-5.6514,-5.3374,-3.9759,-5.0836,-6.1891,-6.0327,-5.7549,-5.7571,-5.7434,-5.443,-4.1994,-5.2599,-6.3534,-6.1359,-5.8373,-5.9626,-5.8664,-5.5817,-4.4241,-5.5367,-6.561,-6.3044,-6.2097,-6.4375,-6.0483,-5.9986
26,HighStress_LowCog_Task,3,1847.288,1857.288,-3.6078,-4.4569,-5.6009,-5.7131,-5.5358,-5.5812,-5.2924,-5.2451,-3.5619,-4.403,-5.784,-5.6331,-5.3953,-5.4206,-5.3347,-5.0938,-3.6215,-4.4656,-5.7189,-5.7055,-5.4962,-5.533,-5.3481,-5.2007,-4.3029,-5.0789,-6.2499,-6.2406,-6.124,-6.3336,-5.8756,-5.9056,-4.3042,-5.1553,-6.3738,-6.2477,-6.1014,-6.2166,-5.9499,-5.8398,-4.3036,-5.1174,-6.3107,-6.2443,-6.112,-6.2682,-5.9131,-5.8697,-4.4361,-5.2687,-6.4141,-6.3726,-6.1676,-6.29,-6.0246,-5.9122,-3.8077,-4.6737,-5.8837,-5.9526,-5.7995,-5.7764,-5.5485,-5.4703,-3.6452,-4.5249,-5.8312,-5.8339,-5.6546,-5.7198,-5.4612,-5.3705,-3.7697,-4.6425,-5.9062,-5.9332,-5.7663,-5.7963,-5.5496,-5.4648,-4.0007,-4.8259,-6.0673,-6.0521,-5.8191,-5.9595,-5.6792,-5.5682,-4.4068,-5.21,-6.4326,-6.3376,-6.2242,-6.4768,-6.0172,-6.0235
26,HighStress_LowCog_Task,4,1852.288,1862.288,-3.4853,-4.4743,-5.7435,-5.6286,-5.5487,-5.5612,-5.3215,-5.2446,-3.545,-4.439,-5.7013,-5.6112,-5.4059,-5.4256,-5.295,-5.0931,-3.5516,-4.4935,-5.7587,-5.6557,-5.5079,-5.5268,-5.3445,-5.2,-4.2639,-5.1491,-6.2745,-6.2579,-6.1595,-6.3177,-5.9034,-5.9207,-4.2145,-5.2144,-6.4017,-6.2653,-6.1616,-6.1739,-5.9772,-5.8547,-4.2372,-5.1823,-6.3368,-6.2618,-6.1606,-6.2362,-5.9406,-5.8847,-4.3509,-5.2839,-6.4748,-6.3202,-6.2297,-6.2772,-6.0294,-5.9403,-3.745,-4.7204,-5.956,-5.8984,-5.7896,-5.7535,-5.5582,-5.4571,-3.6178,-4.5898,-5.857,-5.8227,-5.6792,-5.7007,-5.4741,-5.3737,-3.7271,-4.6986,-5.952,-5.9029,-5.7778,-5.7757,-5.5601,-5.4616,-3.9911,-4.8925,-6.1409,-6.063,-5.8932,-5.9387,-5.7309,-5.6037,-4.3508,-5.2723,-6.5202,-6.3641,-6.2467,-6.4096,-6.083,-6.0123
26,HighStress_LowCog_Task,5,1857.288,1867.288,-3.75,-4.9941,-6.1062,-5.9728,-5.6425,-5.6472,-5.6709,-5.333,-3.6413,-4.938,-5.9456,-5.7653,-5.5036,-5.3749,-5.4812,-5.119,-3.7265,-5.0009,-6.0533,-5.8896,-5.6042,-5.5294,-5.5998,-5.2511,-4.2549,-5.5517,-6.4958,-6.3191,-6.1985,-6.351,-6.0481,-5.9545,-4.3082,-5.6671,-6.5888,-6.3892,-6.1295,-6.2208,-6.1236,-5.8567,-4.2821,-5.6086,-6.5423,-6.3546,-6.1608,-6.2777,-6.0862,-5.9003,-4.5188,-5.7149,-6.689,-6.4426,-6.2197,-6.2945,-6.1901,-5.9431,-3.885,-5.1568,-6.1755,-6.0811,-5.8019,-5.7743,-5.7594,-5.4723,-3.7251,-5.0327,-6.0579,-5.9579,-5.7514,-5.6894,-5.6444,-5.4017,-3.848,-5.1372,-6.1611,-6.059,-5.8222,-5.7791,-5.744,-5.4834,-4.0329,-5.2783,-6.3068,-6.2072,-5.9049,-5.9568,-5.8979,-5.617,-4.3583,-5.7018,-6.7084,-6.4614,-6.3564,-6.467,-6.2238,-6.0954
26,HighStress_LowCog_Task,6,1862.288,1872.288,-3.7139,-4.7508,-6.075,-5.7727,-5.5785,-5.6554,-5.5188,-5.3024,-3.5664,-4.623,-5.7632,-5.6442,-5.4361,-5.4068,-5.3315,-5.1037,-3.6699,-4.719,-5.9307,-5.7383,-5.5372,-5.5527,-5.4517,-5.2292,-4.2457,-5.3184,-6.5474,-6.1955,-6.1251,-6.3134,-5.976,-5.8878,-4.2962,-5.3743,-6.6059,-6.1746,-5.9846,-6.1831,-5.9824,-5.757,-4.2716,-5.3469,-6.5772,-6.1843,-6.0455,-6.24,-5.9793,-5.8141,-4.465,-5.4965,-6.6439,-6.2893,-6.1084,-6.2931,-6.0678,-5.8762,-3.866,-4.9259,-6.1964,-5.9509,-5.758,-5.8072,-5.6856,-5.4689,-3.7312,-4.7683,-6.1087,-5.8662,-5.6947,-5.7328,-5.6071,-5.3966,-3.8437,-4.8891,-6.1984,-5.9517,-5.768,-5.8164,-5.6909,-5.4765,-4.0375,-5.0898,-6.4931,-6.1084,-5.8176,-5.9773,-5.8995,-5.5749,-4.3837,-5.4761,-6.8384,-6.382,-6.239,-6.475,-6.1961,-6.0251
26,HighStress_LowCog_Task,7,1867.288,1877.288,-3.8727,-4.5707,-5.8956,-5.7367,-5.5387,-5.6412,-5.4416,-5.2722,-3.8938,-4.4287,-5.7574,-5.6203,-5.3971,-5.4132,-5.3225,-5.0838,-3.9212,-4.5303,-5.8601,-5.7118,-5.4972,-5.5513,-5.416,-5.2048,-4.6203,-5.1159,-6.566,-6.2856,-6.0596,-6.3285,-6.0518,-5.8552,-4.618,-5.1898,-6.4641,-6.2391,-5.9082,-6.1701,-5.9797,-5.7061,-4.6191,-5.1532,-6.5094,-6.2605,-5.9734,-6.2381,-6.0123,-5.7704,-4.6983,-5.3315,-6.5224,-6.3044,-6.0542,-6.2952,-6.0411,-5.8436,-4.1576,-4.741,-6.1588,-5.9908,-5.7333,-5.7672,-5.6997,-5.4356,-4.0527,-4.5764,-6.0634,-5.913,-5.6714,-5.7023,-5.6217,-5.3692,-4.151,-4.7005,-6.1554,-5.9947,-5.7424,-5.7822,-5.7047,-5.4459,-4.3897,-4.8836,-6.4666,-6.1903,-5.7874,-5.9667,-5.9511,-5.5515,-4.7617,-5.2618,-6.7791,-6.4924,-6.1655,-6.45,-6.2549,-5.9696
